train_step,train/clip_fraction,train/train_norm,train/train_entropy
30208,0.007640369580668090,39.5,0.08621615171432500
30464,0.5477380590215890,0.80078125,0.10567298531532300
30720,0,22.625,0.10714071989059400
30976,0.4005361617382520,4.96875,0.10954838991165200
31232,0.003233213354846720,23.625,0.11553784413263200
31488,0.3057516893915850,2.234375,0.11746093444526200
31744,0,31,0.13288855995051600
32000,0.3040997682095190,2.59375,0.13535349641460900
32256,0,22.75,0.09319618344306950
32512,0.4028260281748970,1.28125,0.08717974461615090
32768,0,20.125,0.11463142046704900
33024,0.3552033483923250,3.859375,0.11194359851651800
33280,0.008299595141700410,25.375,0.09669829942868090
33536,0.32459359766017300,3.890625,0.09547048545209690
33792,0.0024295368818105600,19,0.0908173624156916
34048,0.4597281263728200,1.1875,0.07854675001362920
34304,0,38,0.07946562767028810
34560,0.48840318632697400,1.2421875,0.07902684807777410
34816,0,42.25,0.06769084930419920
35072,0.5881216872337910,1.3203125,0.057462215423584000
35328,0,22.125,0.059361934661865200
35584,0.61059698091315,NaN,0.06742653250694280
35840,0,NaN,NaN
36096,0,NaN,NaN
36352,0,NaN,NaN
36608,0,NaN,NaN
36864,0,NaN,NaN
37120,0,NaN,NaN
37376,0,NaN,NaN
37632,0,NaN,NaN
37888,0,NaN,NaN
38144,0,NaN,NaN
38400,0,NaN,NaN
38656,0,NaN,NaN
38912,0,NaN,NaN
39168,0,NaN,NaN
39424,0,NaN,NaN
39680,0,NaN,NaN
39936,0,NaN,NaN
40192,0,NaN,NaN
40448,0,NaN,NaN
40704,0,NaN,NaN
40960,0,,
